title,artist,year,bpm,nrgy,dnce,dB,live,val,dur,acous,spch,pop
Wrapped Up,Olly Murs,2014,122.0,84.0,79.0,-5.0,16.0,92.0,186.0,9.0,6.0,68.0
Cold (feat. Future),Maroon 5,2018,100.0,72.0,69.0,-6.0,5.0,41.0,234.0,14.0,11.0,68.0
Earthquake (feat. Tinie Tempah),Labrinth,2012,153.0,86.0,54.0,-4.0,28.0,26.0,275.0,11.0,10.0,68.0
Elastic Heart,Sia,2015,130.0,79.0,42.0,-5.0,15.0,50.0,257.0,1.0,5.0,68.0
The Edge Of Glory,Lady Gaga,2011,128.0,77.0,58.0,-7.0,11.0,36.0,321.0,0.0,4.0,68.0
Sexy And I Know It,LMFAO,2011,130.0,86.0,71.0,-4.0,19.0,80.0,199.0,10.0,32.0,68.0
Shake It Out,Florence + The Machine,2011,107.0,80.0,53.0,-4.0,11.0,22.0,278.0,1.0,4.0,68.0
Wasted,Tiësto,2014,112.0,82.0,64.0,-6.0,20.0,39.0,190.0,0.0,3.0,68.0
Na Na,Trey Songz,2015,97.0,48.0,67.0,-6.0,10.0,24.0,232.0,33.0,4.0,68.0
Boasty (feat. Idris Elba),Wiley,2019,103.0,77.0,89.0,-5.0,9.0,46.0,177.0,1.0,7.0,68.0
Wherever I Go,OneRepublic,2016,100.0,68.0,54.0,-6.0,24.0,35.0,170.0,10.0,4.0,68.0
Hands To Myself,Selena Gomez,2015,111.0,50.0,81.0,-7.0,34.0,47.0,201.0,1.0,12.0,68.0
Sorry,Joel Corry,2019,125.0,79.0,74.0,-5.0,32.0,85.0,189.0,5.0,6.0,68.0
Silhouettes - Original Radio Edit,Avicii,2012,128.0,80.0,61.0,-6.0,12.0,84.0,212.0,16.0,5.0,68.0
Roll Up,Wiz Khalifa,2011,125.0,81.0,52.0,-5.0,9.0,60.0,228.0,5.0,19.0,68.0
Don't Leave,Snakehips,2017,122.0,70.0,66.0,-3.0,26.0,34.0,215.0,22.0,8.0,68.0
Omen - Radio Edit,Disclosure,2015,106.0,79.0,67.0,-5.0,36.0,62.0,197.0,12.0,14.0,68.0
Blown Away,Carrie Underwood,2012,137.0,84.0,53.0,-3.0,3.0,39.0,240.0,9.0,4.0,68.0
Half of My Heart,John Mayer,2009,115.0,59.0,68.0,-9.0,11.0,73.0,250.0,44.0,3.0,68.0
We'll Be Coming Back (feat. Example),Calvin Harris,2012,128.0,95.0,60.0,-4.0,60.0,57.0,234.0,0.0,9.0,68.0
Hands on the Wheel (feat. Asap Rocky),ScHoolboy Q,2012,128.0,78.0,65.0,-7.0,7.0,18.0,197.0,2.0,11.0,67.0
Na Na,Trey Songz,2015,97.0,48.0,67.0,-6.0,10.0,24.0,232.0,33.0,4.0,67.0
C'Mon,Kesha,2012,126.0,78.0,56.0,-5.0,10.0,29.0,214.0,1.0,10.0,67.0
Ass Back Home (feat. Neon Hitch),Gym Class Heroes,2011,130.0,84.0,72.0,-4.0,15.0,65.0,222.0,13.0,5.0,67.0
Bounce (feat. Kelis) - Radio Edit,Calvin Harris,2012,128.0,96.0,78.0,-2.0,66.0,76.0,222.0,3.0,4.0,67.0
I Follow Rivers - The Magician Remix,Lykke Li,2021,122.0,70.0,79.0,-6.0,8.0,30.0,280.0,2.0,4.0,67.0
Donald Trump,Mac Miller,2011,163.0,90.0,64.0,-7.0,39.0,84.0,166.0,12.0,12.0,67.0
Too Close,Alex Clare,2011,126.0,71.0,58.0,-4.0,11.0,29.0,257.0,1.0,4.0,67.0
Strike a Pose (feat. Aitch),Young T & Bugsey,2019,138.0,58.0,53.0,-6.0,10.0,59.0,214.0,1.0,10.0,67.0
Rack City,Tyga,2012,99.0,34.0,93.0,-11.0,19.0,27.0,203.0,4.0,37.0,67.0
All In My Head (Flex) (feat. Fetty Wap),Fifth Harmony,2016,95.0,79.0,69.0,-5.0,5.0,76.0,211.0,2.0,5.0,67.0
Not Nice,PARTYNEXTDOOR,2016,128.0,50.0,60.0,-9.0,12.0,73.0,203.0,3.0,8.0,67.0
In My Head,Jason Derulo,2010,110.0,75.0,76.0,-4.0,35.0,85.0,199.0,3.0,3.0,67.0
Drinking from the Bottle (feat. Tinie Tempah),Calvin Harris,2012,128.0,89.0,67.0,-4.0,5.0,53.0,240.0,5.0,5.0,67.0
Dynamite,BTS,2021,114.044,76.5,74.6,-4.41,9.36,73.7,199.054,1.1199999999999999,9.93,67.0
Bad (feat. Rihanna) - Remix,Wale,2013,114.0,70.0,81.0,-7.0,11.0,45.0,239.0,31.0,7.0,67.0
"Work Hard, Play Hard",Wiz Khalifa,2012,140.0,67.0,79.0,-4.0,30.0,49.0,219.0,4.0,5.0,67.0
Money On My Mind,Sam Smith,2014,134.0,84.0,69.0,-5.0,23.0,74.0,193.0,20.0,18.0,67.0
GUMMO,6ix9ine,2018,157.0,78.0,66.0,-5.0,13.0,64.0,158.0,6.0,17.0,67.0
What About Us,The Saturdays,2013,124.0,68.0,70.0,-5.0,21.0,69.0,221.0,1.0,6.0,67.0
Man's Not Hot,Big Shaq,2017,135.0,88.0,91.0,-4.0,11.0,59.0,186.0,11.0,24.0,67.0
Girls Like (feat. Zara Larsson),Tinie Tempah,2016,120.0,80.0,92.0,-3.0,8.0,54.0,196.0,37.0,5.0,67.0
Blah Blah Blah (feat. 3OH!3),Kesha,2010,120.0,84.0,75.0,-3.0,42.0,52.0,172.0,8.0,12.0,67.0
Chocolate,The 1975,2013,100.0,94.0,59.0,-4.0,38.0,68.0,225.0,0.0,5.0,66.0
Lot to Learn,Luke Christopher,2015,82.0,85.0,41.0,-4.0,7.0,60.0,248.0,9.0,20.0,66.0
King,Years & Years,2015,120.0,86.0,56.0,-4.0,38.0,43.0,215.0,6.0,4.0,66.0
Daylight,Maroon 5,2012,120.0,68.0,66.0,-6.0,21.0,33.0,225.0,0.0,3.0,66.0
Style,Taylor Swift,2014,95.0,79.0,59.0,-6.0,12.0,49.0,231.0,0.0,4.0,66.0
Sex,Cheat Codes,2016,102.0,69.0,51.0,-6.0,14.0,21.0,228.0,0.0,17.0,66.0
Blind Faith,Chase & Status,2011,140.0,85.0,45.0,-5.0,23.0,40.0,234.0,1.0,5.0,66.0
The Other Side,Jason Derulo,2013,128.0,84.0,56.0,-4.0,14.0,52.0,227.0,5.0,10.0,66.0
Fine China,Chris Brown,2014,104.0,73.0,65.0,-5.0,12.0,59.0,213.0,4.0,6.0,66.0
This Is How We Do,Katy Perry,2013,96.0,64.0,69.0,-6.0,15.0,80.0,204.0,2.0,5.0,66.0
Who's That Chick? (feat. Rihanna),David Guetta,2010,128.0,60.0,68.0,-5.0,5.0,93.0,201.0,0.0,12.0,66.0
CoCo,O.T. Genasis,2014,120.0,63.0,89.0,-6.0,31.0,18.0,240.0,0.0,13.0,66.0
For the First Time,The Script,2011,174.0,63.0,40.0,-5.0,18.0,36.0,253.0,3.0,3.0,66.0
King of Anything,Sara Bareilles,2010,119.0,76.0,68.0,-4.0,6.0,81.0,207.0,46.0,4.0,66.0
Of The Night,Bastille,2013,125.0,83.0,67.0,-7.0,9.0,35.0,214.0,2.0,4.0,66.0
Don't Wanna Know (feat. Kendrick Lamar),Maroon 5,2018,100.0,61.0,78.0,-6.0,10.0,42.0,214.0,34.0,7.0,66.0
Faded,ZHU,2014,125.0,48.0,87.0,-7.0,11.0,61.0,223.0,1.0,5.0,66.0
Heart Skips a Beat (feat. Rizzle Kicks),Olly Murs,2011,111.0,88.0,84.0,-4.0,8.0,88.0,202.0,14.0,6.0,66.0
No Promises (feat. Demi Lovato),Cheat Codes,2017,113.0,62.0,74.0,-7.0,11.0,58.0,223.0,6.0,16.0,66.0
Tonight (I'm Fuckin' You),Enrique Iglesias,2010,126.0,88.0,67.0,-5.0,14.0,27.0,232.0,3.0,4.0,65.0
I Got U,Duke Dumont,2014,121.0,76.0,64.0,-8.0,9.0,46.0,286.0,0.0,4.0,65.0
Down With The Trumpets,Rizzle Kicks,2011,115.0,88.0,75.0,-5.0,24.0,79.0,187.0,9.0,8.0,65.0
Back To Sleep,Chris Brown,2015,93.0,65.0,65.0,-5.0,9.0,72.0,201.0,4.0,24.0,65.0
Once In a While,Timeflies,2016,105.0,69.0,79.0,-6.0,62.0,35.0,215.0,1.0,14.0,65.0
We No Speak Americano (Edit),Yolanda Be Cool,2020,125.0,81.0,90.0,-5.0,9.0,75.0,157.0,7.0,5.0,65.0
Middle Of The Night,The Vamps,2017,130.0,75.0,59.0,-4.0,8.0,40.0,175.0,0.0,6.0,65.0
Jumanji,B Young,2018,96.0,47.0,79.0,-10.0,10.0,60.0,173.0,28.0,25.0,65.0
Play Hard (feat. Ne-Yo & Akon),David Guetta,2011,130.0,92.0,69.0,-2.0,33.0,80.0,201.0,17.0,5.0,65.0
Love Runs Out,OneRepublic,2014,120.0,94.0,72.0,-4.0,10.0,74.0,224.0,17.0,6.0,65.0
Hey Daddy (Daddy's Home),Usher,2010,96.0,70.0,59.0,-4.0,11.0,35.0,224.0,0.0,3.0,65.0
Dancing On My Own - Radio Edit,Robyn,2010,117.0,93.0,57.0,-6.0,13.0,22.0,278.0,0.0,3.0,65.0
Supalonely (feat. Gus Dapperton),BENEE,2020,129.0,63.0,86.0,-5.0,12.0,84.0,223.0,29.0,5.0,65.0
Need U (100%) (feat. A*M*E) - Radio Edit,Duke Dumont,2013,124.0,85.0,67.0,-5.0,39.0,46.0,174.0,0.0,5.0,65.0
Stay (feat. Maty Noyes),Kygo,2015,103.0,74.0,65.0,-8.0,17.0,38.0,239.0,4.0,4.0,65.0
Climax,Usher,2012,136.0,48.0,65.0,-9.0,16.0,33.0,233.0,55.0,8.0,65.0
Tears (feat. Louisa Johnson),Clean Bandit,2016,130.0,77.0,61.0,-4.0,16.0,30.0,226.0,4.0,4.0,65.0
Drive,Oh Wonder,2015,142.0,46.0,66.0,-8.0,8.0,38.0,196.0,71.0,10.0,65.0
Man Down,Rihanna,2010,156.0,91.0,48.0,-4.0,5.0,54.0,267.0,4.0,19.0,65.0
Roses - Imanbek Remix,SAINt JHN,2019,122.0,72.0,79.0,-5.0,28.0,89.0,176.0,1.0,5.0,64.0
Wait,Maroon 5,2018,126.0,60.0,66.0,-5.0,11.0,45.0,191.0,10.0,6.0,64.0
NUMB,Hayden James,2019,148.0,56.0,62.0,-7.0,9.0,40.0,217.0,18.0,4.0,64.0
Say It (feat. Tove Lo),Flume,2016,75.0,53.0,60.0,-7.0,6.0,26.0,263.0,7.0,3.0,64.0
Turn Me On (feat. Nicki Minaj),David Guetta,2011,128.0,79.0,71.0,-2.0,57.0,41.0,200.0,5.0,6.0,64.0
Ride,Lana Del Rey,2012,94.0,69.0,37.0,-6.0,38.0,19.0,289.0,13.0,3.0,64.0
Gold,Kiiara,2020,113.0,41.0,60.0,-9.0,13.0,41.0,226.0,62.0,34.0,64.0
Strangers,Sigrid,2019,115.0,72.0,76.0,-6.0,8.0,13.0,234.0,1.0,4.0,64.0
This Town,Niall Horan,2016,112.0,41.0,68.0,-8.0,12.0,20.0,233.0,70.0,3.0,64.0
Animals - Radio Edit,Martin Garrix,2016,128.0,91.0,59.0,-5.0,7.0,4.0,176.0,0.0,4.0,64.0
History,Olivia Holt,2016,101.0,63.0,77.0,-7.0,12.0,54.0,204.0,10.0,5.0,64.0
Broccoli,Shelley FKA DRAM,2016,146.0,53.0,89.0,-7.0,6.0,71.0,225.0,24.0,13.0,64.0
All Day And Night,Jax Jones,2019,122.0,78.0,59.0,-4.0,16.0,52.0,169.0,27.0,9.0,64.0
Closer,Lemaitre,2017,92.0,79.0,58.0,-4.0,12.0,36.0,271.0,0.0,3.0,64.0
Wiggle (feat. Snoop Dogg),Jason Derulo,2013,82.0,62.0,70.0,-7.0,16.0,72.0,193.0,8.0,25.0,63.0
The Sound,The 1975,2016,121.0,94.0,65.0,-5.0,45.0,55.0,249.0,9.0,8.0,63.0
The Flood,Take That,2010,101.0,83.0,51.0,-6.0,12.0,14.0,289.0,4.0,4.0,63.0
L.I.F.E.G.O.E.S.O.N.,Noah And The Whale,2011,82.0,75.0,60.0,-6.0,35.0,61.0,228.0,21.0,4.0,63.0
The Man,Aloe Blacc,2014,82.0,77.0,31.0,-7.0,21.0,49.0,255.0,3.0,7.0,63.0
La La La,Naughty Boy,2013,125.0,68.0,75.0,-4.0,11.0,25.0,221.0,11.0,3.0,63.0
Wavin' Flag,K'NAAN,2009,76.0,70.0,63.0,-6.0,24.0,72.0,221.0,13.0,7.0,63.0
Classic Man (feat. Roman GianArthur),Jidenna,2015,94.0,59.0,79.0,-6.0,29.0,59.0,226.0,19.0,3.0,63.0
No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame,2010,131.0,60.0,76.0,-6.0,24.0,36.0,264.0,1.0,4.0,63.0
Cruise,Florida Georgia Line,2012,148.0,95.0,46.0,-3.0,5.0,88.0,209.0,2.0,4.0,63.0
Video Games,Lana Del Rey,2012,122.0,25.0,39.0,-10.0,9.0,18.0,282.0,81.0,3.0,63.0
All Time Low,The Wanted,2010,134.0,62.0,69.0,-5.0,8.0,79.0,205.0,35.0,5.0,63.0
Harlem Shake,Baauer,2013,138.0,79.0,45.0,-5.0,42.0,28.0,197.0,1.0,5.0,63.0
Faded,Tyga,2012,95.0,67.0,83.0,-8.0,35.0,34.0,207.0,1.0,19.0,63.0
One - Radio Edit,Swedish House Mafia,2010,125.0,78.0,80.0,-7.0,15.0,62.0,170.0,1.0,4.0,62.0
Options,NSG,2020,102.0,62.0,84.0,-5.0,10.0,76.0,240.0,39.0,9.0,62.0
On A Roll,Ashley O,2019,125.0,81.0,74.0,-6.0,5.0,39.0,154.0,8.0,9.0,62.0
Good For You,Selena Gomez,2015,89.0,68.0,61.0,-6.0,9.0,21.0,222.0,18.0,5.0,62.0
Juju on That Beat (TZ Anthem),Zay Hilfigerrr,2016,161.0,89.0,81.0,-4.0,39.0,78.0,144.0,0.0,28.0,62.0
Born To Die,Lana Del Rey,2012,86.0,63.0,39.0,-7.0,20.0,40.0,286.0,20.0,4.0,62.0
Intoxicated - Radio Edit,Martin Solveig,2015,125.0,69.0,79.0,-4.0,10.0,50.0,160.0,0.0,4.0,62.0
I Would Like,Zara Larsson,2017,121.0,71.0,49.0,-4.0,8.0,30.0,227.0,9.0,5.0,62.0
In The Dark,DEV,2012,125.0,82.0,74.0,-4.0,33.0,44.0,226.0,0.0,7.0,62.0
Alarm,Anne-Marie,2016,147.0,59.0,76.0,-5.0,18.0,81.0,206.0,8.0,23.0,62.0
That's How You Know (feat. Kid Ink & Bebe Rexha),Nico & Vinz,2015,104.0,44.0,77.0,-6.0,12.0,74.0,186.0,44.0,4.0,62.0
Juicy,Doja Cat,2019,170.0,66.0,79.0,-3.0,7.0,46.0,202.0,9.0,7.0,62.0
Believe,Mumford & Sons,2015,114.0,62.0,36.0,-7.0,22.0,42.0,221.0,3.0,4.0,61.0
Heart Attack,Trey Songz,2012,150.0,86.0,61.0,-5.0,23.0,48.0,233.0,6.0,13.0,61.0
The Mother We Share,CHVRCHES,2013,174.0,69.0,46.0,-6.0,13.0,34.0,191.0,3.0,3.0,61.0
Just Hold On,Steve Aoki,2018,115.0,93.0,65.0,-4.0,6.0,39.0,199.0,0.0,8.0,61.0
Get Up (Rattle),Bingo Players,2013,128.0,98.0,80.0,-3.0,26.0,80.0,167.0,2.0,7.0,61.0
Blurred Lines,Robin Thicke,2013,120.0,50.0,86.0,-8.0,8.0,88.0,263.0,0.0,5.0,61.0
Barbra Streisand (Radio Edit),Duck Sauce,2010,128.0,93.0,76.0,-2.0,22.0,46.0,195.0,0.0,10.0,61.0
Mama Do The Hump,Rizzle Kicks,2011,98.0,89.0,72.0,-4.0,7.0,56.0,216.0,1.0,13.0,61.0
Sure Be Cool If You Did,Blake Shelton,2013,137.0,73.0,58.0,-5.0,11.0,58.0,216.0,26.0,4.0,61.0
Miss You (with Major Lazer & Tory Lanez),Cashmere Cat,2018,100.0,64.0,75.0,-5.0,11.0,45.0,186.0,25.0,9.0,61.0
Nights With You,MØ,2017,120.0,67.0,76.0,-4.0,38.0,60.0,197.0,40.0,10.0,61.0
Not a Bad Thing,Justin Timberlake,2013,86.0,56.0,31.0,-9.0,13.0,11.0,688.0,53.0,7.0,61.0
Hard,Rihanna,2009,182.0,75.0,31.0,-4.0,65.0,16.0,251.0,1.0,11.0,60.0
You Don't Own Me (feat. G-Eazy),SAYGRACE,2015,186.0,66.0,34.0,-6.0,6.0,29.0,199.0,17.0,10.0,60.0
Papaoutai,Stromae,2013,116.0,81.0,73.0,-7.0,6.0,25.0,232.0,3.0,8.0,60.0
Bad Blood,Taylor Swift,2014,170.0,79.0,65.0,-6.0,20.0,29.0,212.0,9.0,19.0,60.0
If You're Over Me,Years & Years,2018,104.0,85.0,65.0,-5.0,6.0,62.0,189.0,6.0,9.0,60.0
Answerphone (feat. Yxng Bane),Banx & Ranx,2018,113.0,83.0,67.0,-4.0,45.0,45.0,191.0,4.0,9.0,60.0
Post to Be (feat. Chris Brown & Jhene Aiko),Omarion,2014,97.0,68.0,73.0,-6.0,21.0,70.0,227.0,7.0,4.0,60.0
Nothing Left (feat. Will Heard),Kygo,2015,154.0,58.0,68.0,-7.0,37.0,35.0,237.0,26.0,4.0,59.0
Beautiful People,Chris Brown,2019,128.0,78.0,42.0,-6.0,8.0,54.0,226.0,7.0,16.0,59.0
Spectrum (Say My Name) - Calvin Harris Remix,Florence + The Machine,2012,126.0,95.0,58.0,-4.0,10.0,59.0,218.0,0.0,5.0,59.0
Starry Eyed,Ellie Goulding,2010,150.0,81.0,50.0,-5.0,32.0,60.0,177.0,14.0,4.0,59.0
Touch (feat. Kid Ink),Little Mix,2016,102.0,75.0,64.0,-4.0,49.0,55.0,203.0,4.0,11.0,59.0
Love Me Now,John Legend,2016,123.0,77.0,42.0,-4.0,11.0,72.0,210.0,57.0,9.0,59.0
Dangerously,Charlie Puth,2016,112.0,52.0,70.0,-8.0,20.0,23.0,199.0,36.0,4.0,58.0
Bad Vibe,M.O,2018,110.0,70.0,81.0,-4.0,10.0,76.0,214.0,18.0,4.0,58.0
Heroes (we could be),Alesso,2014,126.0,75.0,52.0,-4.0,24.0,35.0,210.0,4.0,6.0,58.0
This Ain't a Love Song,Scouting For Girls,2017,177.0,91.0,46.0,-4.0,38.0,55.0,211.0,0.0,5.0,58.0
Live Like We're Dying,Kris Allen,2009,92.0,89.0,59.0,-3.0,34.0,94.0,213.0,3.0,4.0,57.0
Sonnentanz - Sun Don't Shine,Klangkarussell,2013,120.0,54.0,59.0,-8.0,11.0,17.0,236.0,11.0,9.0,56.0
Somewhere Only We Know,Lily Allen,2014,81.0,29.0,31.0,-11.0,10.0,29.0,209.0,93.0,3.0,56.0
Bad (feat. Vassy) - Radio Edit,David Guetta,2014,128.0,97.0,61.0,-4.0,33.0,41.0,171.0,0.0,9.0,56.0
Today Was A Fairytale,Taylor Swift,2011,158.0,70.0,49.0,-4.0,17.0,34.0,242.0,3.0,3.0,56.0
Don’t Feel Like Crying,Sigrid,2019,120.0,81.0,75.0,-4.0,7.0,72.0,157.0,16.0,4.0,56.0
Seek Bromance (Avicii Vocal Edit),Tim Berg,2010,126.0,81.0,49.0,-3.0,9.0,55.0,201.0,9.0,4.0,55.0
"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",DJ Khaled,2010,150.0,78.0,54.0,-4.0,16.0,28.0,233.0,1.0,19.0,55.0
Gettin' Over You (feat. Fergie & LMFAO),David Guetta,2009,130.0,91.0,62.0,-5.0,8.0,45.0,188.0,18.0,8.0,55.0
Hurt Me,Låpsley,2016,138.0,73.0,66.0,-5.0,16.0,59.0,231.0,69.0,13.0,55.0
Jubel - Radio Edit,Klingande,2013,125.0,52.0,69.0,-7.0,14.0,10.0,202.0,65.0,3.0,55.0
Nobody To Love,Sigma,2014,88.0,91.0,52.0,-3.0,20.0,23.0,190.0,0.0,4.0,55.0
Lay It All on Me (feat. Ed Sheeran),Rudimental,2015,123.0,75.0,67.0,-7.0,19.0,48.0,242.0,14.0,4.0,55.0
Boom Clap,Charli XCX,2014,92.0,91.0,66.0,-2.0,19.0,58.0,170.0,15.0,8.0,54.0
Commander,Kelly Rowland,2011,125.0,88.0,40.0,-4.0,36.0,57.0,218.0,2.0,14.0,54.0
High (feat. Nicole Millar),Peking Duk,2014,100.0,80.0,53.0,-4.0,29.0,38.0,228.0,0.0,5.0,54.0
Champion (feat. Chris Brown),Chip,2011,190.0,93.0,42.0,-3.0,14.0,52.0,237.0,8.0,24.0,54.0
White Noise,Disclosure,2013,120.0,85.0,68.0,-6.0,35.0,87.0,278.0,1.0,5.0,54.0
Do It Like A Dude,Jessie J,2011,140.0,84.0,66.0,-4.0,36.0,38.0,195.0,5.0,5.0,53.0
Years,Alesso,2013,128.0,82.0,37.0,-6.0,17.0,32.0,195.0,0.0,8.0,53.0
Buzzin Remix,Mann,2011,104.0,94.0,69.0,-4.0,28.0,54.0,224.0,9.0,15.0,53.0
Lovers on the Sun (feat. Sam Martin),David Guetta,2014,125.0,89.0,65.0,-3.0,38.0,57.0,204.0,9.0,4.0,53.0
Feel the Love (feat. John Newman),Rudimental,2013,180.0,71.0,39.0,-7.0,69.0,24.0,245.0,0.0,6.0,52.0
R.I.P. (feat. Tinie Tempah),Rita Ora,2012,72.0,83.0,61.0,-3.0,65.0,35.0,228.0,3.0,5.0,52.0
When We Collide,Matt Cardle,2011,82.0,68.0,44.0,-6.0,31.0,45.0,226.0,2.0,3.0,52.0
Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah,Swedish House Mafia,2010,125.0,93.0,74.0,-6.0,40.0,66.0,206.0,0.0,7.0,52.0
Written in the Stars (feat. Eric Turner),Tinie Tempah,2010,123.0,97.0,62.0,-3.0,20.0,30.0,208.0,5.0,13.0,51.0
Higher,Taio Cruz,2011,128.0,92.0,67.0,-5.0,13.0,70.0,188.0,0.0,8.0,51.0
Ready For Your Love,Gorgon City,2014,122.0,75.0,68.0,-7.0,33.0,47.0,199.0,5.0,15.0,51.0
Pass Out,Tinie Tempah,2010,91.0,89.0,69.0,-3.0,14.0,53.0,268.0,3.0,30.0,51.0
Waiting All Night (feat. Ella Eyre),Rudimental,2013,175.0,73.0,54.0,-5.0,43.0,28.0,293.0,0.0,5.0,50.0
Hey Porsche,Nelly,2013,116.0,79.0,73.0,-5.0,65.0,95.0,209.0,15.0,3.0,49.0
Chameleon,PNAU,2017,120.0,93.0,72.0,-3.0,30.0,20.0,198.0,0.0,4.0,48.0
Pack Up,Eliza Doolittle,2010,133.0,81.0,67.0,-6.0,21.0,87.0,191.0,30.0,8.0,46.0
Loca People - Radio Edit,Sak Noel,2011,128.0,81.0,93.0,-3.0,5.0,70.0,216.0,0.0,6.0,45.0
Look Right Through - MK Vocal Edit,Storm Queen,2013,120.0,82.0,83.0,-8.0,28.0,51.0,148.0,0.0,8.0,44.0
Hot - Malibu Breeze Radio Edit,INNA,2010,128.0,71.0,81.0,-8.0,26.0,51.0,224.0,6.0,14.0,43.0
Riverside,Sidney Samson,2009,126.0,98.0,80.0,-2.0,13.0,29.0,321.0,0.0,5.0,42.0
Hot Right Now - Edit,DJ Fresh,2010,175.0,96.0,51.0,-2.0,12.0,39.0,179.0,1.0,4.0,41.0
Louder,DJ Fresh,2012,140.0,93.0,39.0,-1.0,35.0,48.0,207.0,2.0,5.0,40.0
She Said,Plan B,2010,147.0,54.0,72.0,-6.0,16.0,83.0,211.0,30.0,14.0,39.0
R U Mine?,Arctic Monkeys,2012,97.0,79.0,52.0,-5.0,70.0,68.0,200.0,5.0,3.0,39.0
Read All About It,Professor Green,2021,101.0,75.0,66.0,-6.0,22.0,45.0,236.0,34.0,4.0,35.0
